"site_code","plot_id","treatment_code","sample_date","season_year","tissue_type","analyte","Weight","percent_composition","Comment"
"SME","28","P",2016-10-12,"fall_2016","Larrea tridentata","Carbon %",2.018,47.93,NA
"SME","28","P",2016-10-12,"fall_2016","Larrea tridentata","Hydrogen %",2.018,6.63,NA
"SME","28","P",2016-10-12,"fall_2016","Larrea tridentata","Nitrogen %",2.018,2.96,NA
"SME","27","NP",2016-10-12,"fall_2016","Larrea tridentata","Carbon %",1.968,46.33,NA
"SME","27","NP",2016-10-12,"fall_2016","Larrea tridentata","Hydrogen %",1.968,6.39,NA
"SME","27","NP",2016-10-12,"fall_2016","Larrea tridentata","Nitrogen %",1.968,3.01,NA
"SME","26","N",2016-10-12,"fall_2016","Larrea tridentata","Carbon %",2.034,48.38,NA
"SME","26","N",2016-10-12,"fall_2016","Larrea tridentata","Hydrogen %",2.034,6.53,NA
"SME","26","N",2016-10-12,"fall_2016","Larrea tridentata","Nitrogen %",2.034,2.61,NA
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",2.048,47.98,NA
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",2.048,6.65,NA
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",2.048,2.6,NA
"MCS","23","P",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",1.972,49,NA
"MCS","23","P",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",1.972,6.71,NA
"MCS","23","P",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",1.972,2.69,NA
"MCS","22","N",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",2.03,47.57,NA
"MCS","22","N",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",2.03,6.63,NA
"MCS","22","N",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",2.03,2.54,NA
"MCS","21","NP",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",2.163,48.34,NA
"MCS","21","NP",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",2.163,6.69,NA
"MCS","21","NP",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",2.163,2.83,NA
"MCN","20","NP",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",1.935,47.22,NA
"MCN","20","NP",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",1.935,6.54,NA
"MCN","20","NP",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",1.935,2.93,NA
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",2.079,48.77,NA
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",2.079,6.76,NA
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",2.079,2.92,NA
"MCN","17","P",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",1.813,48.98,NA
"MCN","17","P",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",1.813,6.6,NA
"MCN","17","P",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",1.813,2.77,NA
"MCN","16","N",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",1.959,49.85,NA
"MCN","16","N",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",1.959,6.63,NA
"MCN","16","N",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",1.959,3.04,NA
"SRR","15","N",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",2.089,48.38,NA
"SRR","15","N",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",2.089,6.49,NA
"SRR","15","N",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",2.089,2.65,NA
"SRR","14","P",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",1.84,46.96,NA
"SRR","14","P",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",1.84,6.26,NA
"SRR","14","P",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",1.84,2.47,NA
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",1.975,47.52,NA
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",1.975,6.39,NA
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",1.975,2.46,NA
"SRR","12","NP",2016-10-04,"fall_2016","Larrea tridentata","Carbon %",1.838,47.21,NA
"SRR","12","NP",2016-10-04,"fall_2016","Larrea tridentata","Hydrogen %",1.838,6.44,NA
"SRR","12","NP",2016-10-04,"fall_2016","Larrea tridentata","Nitrogen %",1.838,2.71,NA
"UMP","10","N",2016-10-05,"fall_2016","Larrea tridentata","Carbon %",1.821,49.28,NA
"UMP","10","N",2016-10-05,"fall_2016","Larrea tridentata","Hydrogen %",1.821,6.38,NA
"UMP","10","N",2016-10-05,"fall_2016","Larrea tridentata","Nitrogen %",1.821,2.94,NA
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","Carbon %",2.221,49.21,NA
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","Hydrogen %",2.221,6.58,NA
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","Nitrogen %",2.221,3.01,NA
"UMP","8","P",2016-10-05,"fall_2016","Larrea tridentata","Carbon %",1.935,48.49,NA
"UMP","8","P",2016-10-05,"fall_2016","Larrea tridentata","Hydrogen %",1.935,6.41,NA
"UMP","8","P",2016-10-05,"fall_2016","Larrea tridentata","Nitrogen %",1.935,2.89,NA
"UMP","6","NP",2016-10-05,"fall_2016","Larrea tridentata","Carbon %",2.212,48.98,NA
"UMP","6","NP",2016-10-05,"fall_2016","Larrea tridentata","Hydrogen %",2.212,6.61,NA
"UMP","6","NP",2016-10-05,"fall_2016","Larrea tridentata","Nitrogen %",2.212,3.15,NA
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","Carbon %",2.152,48.34,NA
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","Hydrogen %",2.152,6.58,NA
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","Nitrogen %",2.152,2.59,NA
"LDP","4","P",2016-10-05,"fall_2016","Larrea tridentata","Carbon %",1.985,49.11,NA
"LDP","4","P",2016-10-05,"fall_2016","Larrea tridentata","Hydrogen %",1.985,6.51,NA
"LDP","4","P",2016-10-05,"fall_2016","Larrea tridentata","Nitrogen %",1.985,2.75,NA
"LDP","3","NP",2016-10-05,"fall_2016","Larrea tridentata","Carbon %",2.07,48.79,NA
"LDP","3","NP",2016-10-05,"fall_2016","Larrea tridentata","Hydrogen %",2.07,6.53,NA
"LDP","3","NP",2016-10-05,"fall_2016","Larrea tridentata","Nitrogen %",2.07,2.67,NA
"LDP","1","N",2016-10-05,"fall_2016","Larrea tridentata","Carbon %",2.132,48.89,"DesFert Larrea Fall 2016"
"LDP","1","N",2016-10-05,"fall_2016","Larrea tridentata","Hydrogen %",2.132,6.55,"DesFert Larrea Fall 2016"
"LDP","1","N",2016-10-05,"fall_2016","Larrea tridentata","Nitrogen %",2.132,2.66,"DesFert Larrea Fall 2016"
"WTM","75","N",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",2.031,50.29,"0"
"WTM","75","N",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",2.031,6.26,"0"
"WTM","75","N",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",2.031,2.91,"0"
"WTM","74","P",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",1.941,48.15,"0"
"WTM","74","P",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",1.941,6.2,"0"
"WTM","74","P",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",1.941,3.05,"0"
"WTM","73","NP",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",2.145,47.63,"0"
"WTM","73","NP",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",2.145,6.19,"0"
"WTM","73","NP",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",2.145,3.08,"0"
"WTM","71","C1",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",2.134,48.88,"0"
"WTM","71","C1",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",2.134,6.43,"0"
"WTM","71","C1",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",2.134,2.98,"0"
"EME","70","P",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",1.977,48.81,"0"
"EME","70","P",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",1.977,6.31,"0"
"EME","70","P",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",1.977,2.79,"0"
"EME","68","NP",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",1.95,48.97,"0"
"EME","68","NP",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",1.95,6.34,"0"
"EME","68","NP",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",1.95,2.86,"0"
"EME","67","N",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",1.878,48.27,"0"
"EME","67","N",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",1.878,6.27,"0"
"EME","67","N",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",1.878,2.82,"0"
"EME","66","C1",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",2.049,49.53,"0"
"EME","66","C1",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",2.049,6.36,"0"
"EME","66","C1",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",2.049,2.76,"0"
"EMW","65","N",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",1.922,49.69,"0"
"EMW","65","N",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",1.922,6.34,"0"
"EMW","65","N",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",1.922,2.8,"0"
"EMW","64","C1",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",2.183,49.34,"0"
"EMW","64","C1",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",2.183,6.28,"0"
"EMW","64","C1",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",2.183,2.67,"0"
"EMW","63","P",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",1.964,50.79,"0"
"EMW","63","P",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",1.964,6.29,"0"
"EMW","63","P",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",1.964,2.41,"0"
"EMW","62","NP",2017-10-02,"fall_2017","Larrea tridentata","Carbon %",2.01,48.7,"0"
"EMW","62","NP",2017-10-02,"fall_2017","Larrea tridentata","Hydrogen %",2.01,6.11,"0"
"EMW","62","NP",2017-10-02,"fall_2017","Larrea tridentata","Nitrogen %",2.01,2.8,"0"
"SMW","45","NP",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",2.06,47.71,"0"
"SMW","45","NP",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",2.06,6,"0"
"SMW","45","NP",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",2.06,3.29,"0"
"SMW","44","C1",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",1.965,49.1,"0"
"SMW","44","C1",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",1.965,6.22,"0"
"SMW","44","C1",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",1.965,3.21,"0"
"SMW","43","P",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",2.154,47.6,"0"
"SMW","43","P",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",2.154,6.13,"0"
"SMW","43","P",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",2.154,3.05,"0"
"SMW","42","N",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",2.008,48.14,"0"
"SMW","42","N",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",2.008,6.09,"0"
"SMW","42","N",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",2.008,3.04,"0"
"PWP","35","P",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",2.112,49.2,"0"
"PWP","35","P",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",2.112,6.26,"0"
"PWP","35","P",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",2.112,2.41,"0"
"PWP","34","NP",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",1.969,49.39,"0"
"PWP","34","NP",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",1.969,6.27,"0"
"PWP","34","NP",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",1.969,2.88,"0"
"PWP","33","C1",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",1.869,51.71,"0"
"PWP","33","C1",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",1.869,6.22,"0"
"PWP","33","C1",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",1.869,2.66,"0"
"PWP","31","N",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",2.024,49.17,"0"
"PWP","31","N",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",2.024,6.23,"0"
"PWP","31","N",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",2.024,2.94,"0"
"SME","29","C1",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",2.032,47.38,"0"
"SME","29","C1",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",2.032,6.06,"0"
"SME","29","C1",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",2.032,2.91,"0"
"SME","28","P",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",1.873,49.08,"0"
"SME","28","P",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",1.873,6.15,"0"
"SME","28","P",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",1.873,2.83,"0"
"SME","27","NP",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",2.029,48.86,"0"
"SME","27","NP",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",2.029,6.17,"0"
"SME","27","NP",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",2.029,3.29,"0"
"SME","26","N",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",1.852,43.17,"0"
"SME","26","N",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",1.852,5.37,"0"
"SME","26","N",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",1.852,2.33,"0"
"MCS","24","C1",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",1.995,40.68,"0"
"MCS","24","C1",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",1.995,5.18,"0"
"MCS","24","C1",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",1.995,2.4,"0"
"MCS","23","P",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",1.931,49.14,"0"
"MCS","23","P",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",1.931,6.42,"0"
"MCS","23","P",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",1.931,2.85,"0"
"MCS","22","N",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",1.995,49.74,"0"
"MCS","22","N",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",1.995,6.42,"0"
"MCS","22","N",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",1.995,2.72,"0"
"MCS","21","NP",2017-10-04,"fall_2017","Larrea tridentata","Carbon %",2.006,49.01,"0"
"MCS","21","NP",2017-10-04,"fall_2017","Larrea tridentata","Hydrogen %",2.006,6.42,"0"
"MCS","21","NP",2017-10-04,"fall_2017","Larrea tridentata","Nitrogen %",2.006,3.23,"0"
"SRR","15","N",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",1.906,48.03,"0"
"SRR","15","N",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",1.906,6.25,"0"
"SRR","15","N",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",1.906,2.91,"0"
"SRR","14","P",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",1.905,46.59,"0"
"SRR","14","P",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",1.905,6.17,"0"
"SRR","14","P",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",1.905,3,"0"
"SRR","13","C1",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",1.948,49.15,"0"
"SRR","13","C1",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",1.948,6.37,"0"
"SRR","13","C1",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",1.948,2.92,"0"
"SRR","12","NP",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",2.094,46.07,"0"
"SRR","12","NP",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",2.094,6.19,"0"
"SRR","12","NP",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",2.094,3.12,"0"
"LDP","5","C1",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",2.074,48.68,"0"
"LDP","5","C1",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",2.074,6.41,"0"
"LDP","5","C1",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",2.074,2.67,"0"
"LDP","4","P",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",1.964,48.95,"0"
"LDP","4","P",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",1.964,6.37,"0"
"LDP","4","P",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",1.964,2.88,"0"
"LDP","3","NP",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",1.964,47.45,"0"
"LDP","3","NP",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",1.964,6.36,"0"
"LDP","3","NP",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",1.964,3.19,"0"
"LDP","1","N",2017-10-03,"fall_2017","Larrea tridentata","Carbon %",2.1,48.53,"Larrea Fall 2017"
"LDP","1","N",2017-10-03,"fall_2017","Larrea tridentata","Hydrogen %",2.1,6.4,"Larrea Fall 2017"
"LDP","1","N",2017-10-03,"fall_2017","Larrea tridentata","Nitrogen %",2.1,2.93,"Larrea Fall 2017"
"MCS","22","N",2015-05-28,"spring_2015","Larrea tridentata","Carbon %",1.946,48.07,NA
"MCS","22","N",2015-05-28,"spring_2015","Larrea tridentata","Hydrogen %",1.946,6.53,NA
"MCS","22","N",2015-05-28,"spring_2015","Larrea tridentata","Nitrogen %",1.946,2.84,NA
"WTM","75","N",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",1.974,49.6,NA
"WTM","75","N",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",1.974,6.43,NA
"WTM","75","N",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",1.974,2.88,NA
"WTM","74","P",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",2.218,49.22,NA
"WTM","74","P",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",2.218,6.52,NA
"WTM","74","P",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",2.218,2.69,NA
"WTM","73","NP",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",2.113,48.4,NA
"WTM","73","NP",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",2.113,6.45,NA
"WTM","73","NP",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",2.113,2.88,NA
"WTM","71","C1",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",2.083,49.06,NA
"WTM","71","C1",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",2.083,6.39,NA
"WTM","71","C1",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",2.083,3.18,NA
"EME","70","P",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",1.849,50.03,NA
"EME","70","P",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",1.849,6.3,NA
"EME","70","P",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",1.849,2.89,NA
"EME","68","NP",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",2.106,48.48,NA
"EME","68","NP",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",2.106,6.44,NA
"EME","68","NP",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",2.106,3.27,NA
"EME","67","N",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",2.064,49.87,NA
"EME","67","N",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",2.064,6.54,NA
"EME","67","N",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",2.064,3.3,NA
"EME","66","C1",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",1.928,47.19,NA
"EME","66","C1",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",1.928,6.29,NA
"EME","66","C1",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",1.928,3.21,NA
"EMW","65","N",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",2.022,47.87,NA
"EMW","65","N",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",2.022,6.48,NA
"EMW","65","N",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",2.022,3.26,NA
"EMW","64","C1",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",2.232,48.03,NA
"EMW","64","C1",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",2.232,6.56,NA
"EMW","64","C1",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",2.232,2.76,NA
"EMW","62","NP",2015-05-27,"spring_2015","Larrea tridentata","Carbon %",2.111,44.98,NA
"EMW","62","NP",2015-05-27,"spring_2015","Larrea tridentata","Hydrogen %",2.111,5.96,NA
"EMW","62","NP",2015-05-27,"spring_2015","Larrea tridentata","Nitrogen %",2.111,3.37,NA
"SNW","60","C1",2015-05-29,"spring_2015","Larrea tridentata","Carbon %",2.039,47.31,NA
"SNW","60","C1",2015-05-29,"spring_2015","Larrea tridentata","Hydrogen %",2.039,6.42,NA
"SNW","60","C1",2015-05-29,"spring_2015","Larrea tridentata","Nitrogen %",2.039,2.94,NA
"SNW","59","NP",2015-05-29,"spring_2015","Larrea tridentata","Carbon %",2.184,48.34,NA
"SNW","59","NP",2015-05-29,"spring_2015","Larrea tridentata","Hydrogen %",2.184,6.6,NA
"SNW","59","NP",2015-05-29,"spring_2015","Larrea tridentata","Nitrogen %",2.184,3.15,NA
"SNW","57","P",2015-05-29,"spring_2015","Larrea tridentata","Carbon %",2.037,47.61,NA
"SNW","57","P",2015-05-29,"spring_2015","Larrea tridentata","Hydrogen %",2.037,6.25,NA
"SNW","57","P",2015-05-29,"spring_2015","Larrea tridentata","Nitrogen %",2.037,2.92,NA
"SNW","56","N",2015-05-29,"spring_2015","Larrea tridentata","Carbon %",1.954,47.35,NA
"SNW","56","N",2015-05-29,"spring_2015","Larrea tridentata","Hydrogen %",1.954,6.08,NA
"SNW","56","N",2015-05-29,"spring_2015","Larrea tridentata","Nitrogen %",1.954,3.3,NA
"SNE","55","P",2015-05-29,"spring_2015","Larrea tridentata","Carbon %",2.093,48.46,NA
"SNE","55","P",2015-05-29,"spring_2015","Larrea tridentata","Hydrogen %",2.093,6.25,NA
"SNE","55","P",2015-05-29,"spring_2015","Larrea tridentata","Nitrogen %",2.093,2.65,NA
"SNE","54","NP",2015-05-29,"spring_2015","Larrea tridentata","Carbon %",1.93,47.54,NA
"SNE","54","NP",2015-05-29,"spring_2015","Larrea tridentata","Hydrogen %",1.93,6.25,NA
"SNE","54","NP",2015-05-29,"spring_2015","Larrea tridentata","Nitrogen %",1.93,2.8,NA
"SNE","52","N",2015-05-29,"spring_2015","Larrea tridentata","Carbon %",2.103,46.44,NA
"SNE","52","N",2015-05-29,"spring_2015","Larrea tridentata","Hydrogen %",2.103,6.15,NA
"SNE","52","N",2015-05-29,"spring_2015","Larrea tridentata","Nitrogen %",2.103,2.83,NA
"SNE","51","C1",2015-05-29,"spring_2015","Larrea tridentata","Carbon %",2.343,47.3,NA
"SNE","51","C1",2015-05-29,"spring_2015","Larrea tridentata","Hydrogen %",2.343,6.3,NA
"SNE","51","C1",2015-05-29,"spring_2015","Larrea tridentata","Nitrogen %",2.343,2.67,NA
"DBG","50","C1",2015-06-02,"spring_2015","Larrea tridentata","Carbon %",1.948,49.31,NA
"DBG","50","C1",2015-06-02,"spring_2015","Larrea tridentata","Hydrogen %",1.948,6.17,NA
"DBG","50","C1",2015-06-02,"spring_2015","Larrea tridentata","Nitrogen %",1.948,2.93,NA
"DBG","49","N",2015-06-02,"spring_2015","Larrea tridentata","Carbon %",1.885,48.69,NA
"DBG","49","N",2015-06-02,"spring_2015","Larrea tridentata","Hydrogen %",1.885,6.17,NA
"DBG","49","N",2015-06-02,"spring_2015","Larrea tridentata","Nitrogen %",1.885,2.98,NA
"DBG","48","NP",2015-06-02,"spring_2015","Larrea tridentata","Carbon %",2.165,48.18,NA
"DBG","48","NP",2015-06-02,"spring_2015","Larrea tridentata","Hydrogen %",2.165,6.21,NA
"DBG","48","NP",2015-06-02,"spring_2015","Larrea tridentata","Nitrogen %",2.165,3.18,NA
"DBG","46","P",2015-06-02,"spring_2015","Larrea tridentata","Carbon %",1.877,49.45,NA
"DBG","46","P",2015-06-02,"spring_2015","Larrea tridentata","Hydrogen %",1.877,6.29,NA
"DBG","46","P",2015-06-02,"spring_2015","Larrea tridentata","Nitrogen %",1.877,2.98,NA
"SMW","45","NP",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",2.133,49.48,NA
"SMW","45","NP",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",2.133,6.21,NA
"SMW","45","NP",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",2.133,2.96,NA
"SMW","44","C1",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",1.868,47.21,NA
"SMW","44","C1",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",1.868,6.1,NA
"SMW","44","C1",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",1.868,2.57,NA
"SMW","43","P",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",1.876,49.67,NA
"SMW","43","P",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",1.876,6.38,NA
"SMW","43","P",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",1.876,3.04,NA
"SMW","42","N",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",2.348,49.27,NA
"SMW","42","N",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",2.348,6.44,NA
"SMW","42","N",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",2.348,3.36,NA
"MVP","39","P",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",1.904,49.41,NA
"MVP","39","P",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",1.904,6.13,NA
"MVP","39","P",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",1.904,2.78,NA
"MVP","38","C1",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",1.906,49.39,NA
"MVP","38","C1",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",1.906,6.28,NA
"MVP","38","C1",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",1.906,2.76,NA
"MVP","37","NP",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",2.02,49.41,NA
"MVP","37","NP",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",2.02,6.33,NA
"MVP","37","NP",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",2.02,3.58,NA
"MVP","36","N",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",1.972,49.48,NA
