"site_code","plot_id","treatment_code","start_date","end_date","analyte","final_value","flag","location_within_plot","num_cation_probes","num_anion_probes","notes"
"DBG","46","P",2008-07-31,2008-10-16,"Mg",308,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Mg",244,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Cu",2,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Cu",3.8,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Cu",3.2,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Cu",2.8,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Cu",4,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Cu",2.4,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Cu",5.6,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Cu",4.6,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Zn",7,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Zn",6.2,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Zn",3.8,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Zn",4.6,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Zn",3.8,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Zn",3.2,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Zn",4.2,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Pb",5,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"P",243.4,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"P",291.2,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"P",112,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"P",297.4,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"P",12.4,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"NO3-N",297.6,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"NO3-N",474.8,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"NO3-N",571.4,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"NO3-N",905.4,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"NO3-N",418.2,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"NO3-N",784.6,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"NO3-N",257.2,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"NO3-N",295.4,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Al",17.2,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Al",22,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Al",21,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Al",19.4,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Al",37.6,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Zn",2.6,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Al",27.4,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Total-N",297.8,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Total-N",259.8,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Total-N",788.6,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Total-N",425.8,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Total-N",914,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Total-N",574.8,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Total-N",482,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Total-N",299.6,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Al",34.6,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Al",23.2,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"P",15.4,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"P",11.6,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Ca",2876,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Ca",3684,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Ca",2662,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Ca",2972,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Ca",2378,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Ca",3024,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Ca",2832,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Ca",2546,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"K",45.8,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"P",17.4,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Cd",0,"below detection limit","under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Cd",0.2,"below detection limit","between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Cd",0.4,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Cd",0.4,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Cd",0.2,"below detection limit","under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Cd",0,"below detection limit","between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Cd",0.2,"below detection limit","under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Cd",0.4,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Fe",21,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Fe",23.6,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Fe",21.2,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"S",22,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"S",65.8,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"S",30.8,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"S",52.6,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"S",44.8,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"S",78,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"S",45.2,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"S",67.8,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Fe",34.2,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Mn",16.8,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"Mn",27.4,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Mn",28,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Mn",35,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Mn",18.2,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Mn",11.8,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Mn",17.4,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Mn",10.6,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"K",65.8,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"K",44,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"K",84,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"K",48.2,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"K",121.6,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"K",59.6,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"K",59.4,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Fe",14.2,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Fe",10.4,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Fe",18.2,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Fe",9.2,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"B",1,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"Mg",289.6,NA,"between_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"NH4-N",2.4,NA,"under_plant",4,4,NA
"DBG","46","P",2008-07-31,2008-10-16,"NH4-N",2.6,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"NH4-N",4,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-07-31,2008-10-16,"NH4-N",7.6,NA,"between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"NH4-N",8.6,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"NH4-N",3.4,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"NH4-N",7.2,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"NH4-N",2,"below detection limit","between_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Mg",220.8,NA,"under_plant",4,4,NA
"DBG","49","N",2008-07-31,2008-10-16,"Mg",267.8,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Mg",222.2,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-07-31,2008-10-16,"Mg",260.6,NA,"between_plant",4,4,NA
"SMW","42","N",2008-12-15,2009-03-06,"NH4-N",6,NA,"between_plant",4,4,NA
"BLK","79","C1",2008-12-15,2009-03-10,"NH4-N",2,"below detection limit","blank",3,3,NA
"BLK","80","C1",2008-12-15,2009-03-10,"NH4-N",0,"below detection limit","blank",3,3,NA
"SMW","42","N",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"PWP","35","P",2008-12-15,2009-03-06,"NH4-N",0.8,"below detection limit","between_plant",4,4,NA
"SMW","43","P",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","under_plant",3,4,NA
"SMW","43","P",2008-12-15,2009-03-06,"NH4-N",2.9,NA,"between_plant",4,4,NA
"BLK","81","C1",2008-12-15,2009-03-10,"NH4-N",1,"below detection limit","blank",3,3,NA
"SMW","45","NP",2008-12-15,2009-03-06,"NO3-N",387.8,NA,"under_plant",4,4,NA
"SMW","44","C1",2008-12-15,2009-03-06,"NO3-N",82.6,NA,"between_plant",4,4,NA
"SMW","44","C1",2008-12-15,2009-03-06,"NO3-N",84.2,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"DBG","50","C1",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"DBG","49","N",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"DBG","49","N",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"DBG","48","NP",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"DBG","48","NP",2008-12-15,2009-03-06,"NH4-N",0.4,"below detection limit","under_plant",4,4,NA
"DBG","46","P",2008-12-15,2009-03-06,"NH4-N",0.8,"below detection limit","between_plant",4,4,NA
"DBG","46","P",2008-12-15,2009-03-06,"NH4-N",2.6,NA,"under_plant",3,4,NA
"SMW","45","NP",2008-12-15,2009-03-06,"NH4-N",17.7,NA,"between_plant",4,3,NA
"SMW","45","NP",2008-12-15,2009-03-06,"NH4-N",8,NA,"under_plant",4,4,NA
"SMW","44","C1",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"SMW","44","C1",2008-12-15,2009-03-06,"NH4-N",3.8,NA,"under_plant",4,4,NA
"SME","26","N",2008-12-15,2009-03-06,"NH4-N",0.6,"below detection limit","under_plant",4,4,NA
"SME","26","N",2008-12-15,2009-03-06,"NH4-N",2.8,NA,"between_plant",4,4,NA
"SME","27","NP",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"PWP","33","C1",2008-12-15,2009-03-06,"NO3-N",138.2,NA,"under_plant",4,4,NA
"PWP","31","N",2008-12-15,2009-03-06,"NO3-N",118.3,NA,"between_plant",4,3,NA
"PWP","31","N",2008-12-15,2009-03-06,"NO3-N",334.4,NA,"under_plant",4,4,NA
"SME","27","NP",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"SME","28","P",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"SME","28","P",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"SME","29","C1",2008-12-15,2009-03-06,"NO3-N",581.2,NA,"under_plant",4,4,NA
"SME","29","C1",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"SME","26","N",2008-12-15,2009-03-06,"Total-N",408.8,NA,"under_plant",4,4,NA
"SME","26","N",2008-12-15,2009-03-06,"Total-N",655.4,NA,"between_plant",4,4,NA
"SME","29","C1",2008-12-15,2009-03-06,"NH4-N",0.6,"below detection limit","between_plant",4,4,NA
"SME","27","NP",2008-12-15,2009-03-06,"Total-N",450,NA,"under_plant",4,4,NA
"SME","27","NP",2008-12-15,2009-03-06,"Total-N",206.8,NA,"between_plant",4,4,NA
"SMW","43","P",2008-12-15,2009-03-06,"NO3-N",82.6,NA,"between_plant",4,4,NA
"SMW","43","P",2008-12-15,2009-03-06,"NO3-N",91.9,NA,"under_plant",3,4,NA
"SMW","42","N",2008-12-15,2009-03-06,"NO3-N",359.2,NA,"between_plant",4,4,NA
"SMW","42","N",2008-12-15,2009-03-06,"NO3-N",382.2,NA,"under_plant",4,4,NA
"PWP","35","P",2008-12-15,2009-03-06,"NO3-N",25,NA,"between_plant",4,4,NA
"PWP","35","P",2008-12-15,2009-03-06,"NO3-N",126,NA,"under_plant",4,4,NA
"PWP","34","NP",2008-12-15,2009-03-06,"NO3-N",98,NA,"between_plant",4,4,NA
"PWP","34","NP",2008-12-15,2009-03-06,"NO3-N",213.4,NA,"under_plant",4,4,NA
"SME","28","P",2008-12-15,2009-03-06,"Total-N",342,NA,"under_plant",4,4,NA
"SME","28","P",2008-12-15,2009-03-06,"Total-N",38,NA,"between_plant",4,4,NA
"SME","29","C1",2008-12-15,2009-03-06,"Total-N",581.2,NA,"under_plant",4,4,NA
"SME","29","C1",2008-12-15,2009-03-06,"Total-N",53,NA,"between_plant",4,4,NA
"PWP","31","N",2008-12-15,2009-03-06,"Total-N",334.4,NA,"under_plant",4,4,NA
"BLK","81","C1",2008-12-15,2009-03-10,"NO3-N",2.6,NA,"blank",3,3,NA
"BLK","80","C1",2008-12-15,2009-03-10,"NO3-N",0.8,"below detection limit","blank",3,3,NA
"BLK","79","C1",2008-12-15,2009-03-10,"NO3-N",1.2,"below detection limit","blank",3,3,NA
"BLK","78","C1",2008-12-15,2009-03-10,"NO3-N",0,"below detection limit","blank",3,3,NA
"BLK","77","C1",2008-12-15,2009-03-10,"NO3-N",0,"below detection limit","blank",3,3,NA
"BLK","76","C1",2008-12-15,2009-03-10,"NO3-N",4.4,NA,"blank",3,3,NA
"BLK","81","C1",2008-12-15,2009-03-10,"Total-N",3.6,NA,"blank",3,3,NA
"BLK","80","C1",2008-12-15,2009-03-10,"Total-N",0.8,"below detection limit","blank",3,3,NA
"BLK","79","C1",2008-12-15,2009-03-10,"Total-N",3.2,NA,"blank",3,3,NA
"BLK","78","C1",2008-12-15,2009-03-10,"Total-N",0,"below detection limit","blank",3,3,NA
"BLK","77","C1",2008-12-15,2009-03-10,"Total-N",0,"below detection limit","blank",3,3,NA
"BLK","76","C1",2008-12-15,2009-03-10,"Total-N",4.4,NA,"blank",3,3,NA
"PWP","31","N",2008-12-15,2009-03-06,"Total-N",119.9,NA,"between_plant",4,3,NA
"PWP","33","C1",2008-12-15,2009-03-06,"Total-N",139.6,NA,"under_plant",4,4,NA
"PWP","33","C1",2008-12-15,2009-03-06,"Total-N",41.4,NA,"between_plant",4,4,NA
"PWP","34","NP",2008-12-15,2009-03-06,"Total-N",213.4,NA,"under_plant",4,4,NA
"PWP","34","NP",2008-12-15,2009-03-06,"Total-N",98,NA,"between_plant",4,4,NA
"PWP","35","P",2008-12-15,2009-03-06,"Total-N",126,NA,"under_plant",4,4,NA
"PWP","35","P",2008-12-15,2009-03-06,"Total-N",25.8,NA,"between_plant",4,4,NA
"SMW","42","N",2008-12-15,2009-03-06,"Total-N",382.2,NA,"under_plant",4,4,NA
"SMW","42","N",2008-12-15,2009-03-06,"Total-N",365.2,NA,"between_plant",4,4,NA
"SMW","43","P",2008-12-15,2009-03-06,"Total-N",91.9,NA,"under_plant",3,4,NA
"SMW","43","P",2008-12-15,2009-03-06,"Total-N",85.5,NA,"between_plant",4,4,NA
"SMW","44","C1",2008-12-15,2009-03-06,"Total-N",88,NA,"under_plant",4,4,NA
"SMW","44","C1",2008-12-15,2009-03-06,"Total-N",82.6,NA,"between_plant",4,4,NA
"SMW","45","NP",2008-12-15,2009-03-06,"Total-N",395.8,NA,"under_plant",4,4,NA
"SMW","45","NP",2008-12-15,2009-03-06,"Total-N",232.6,NA,"between_plant",4,3,NA
"SMW","45","NP",2008-12-15,2009-03-06,"NO3-N",214.9,NA,"between_plant",4,3,NA
"DBG","46","P",2008-12-15,2009-03-06,"NO3-N",311.7,NA,"under_plant",3,4,NA
"SME","26","N",2008-12-15,2009-03-06,"NO3-N",408.2,NA,"under_plant",4,4,NA
"SME","26","N",2008-12-15,2009-03-06,"NO3-N",652.6,NA,"between_plant",4,4,NA
"SME","27","NP",2008-12-15,2009-03-06,"NO3-N",450,NA,"under_plant",4,4,NA
"SME","27","NP",2008-12-15,2009-03-06,"NO3-N",206.8,NA,"between_plant",4,4,NA
"SME","28","P",2008-12-15,2009-03-06,"NO3-N",342,NA,"under_plant",4,4,NA
"SME","28","P",2008-12-15,2009-03-06,"NO3-N",38,NA,"between_plant",4,4,NA
"PWP","31","N",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"PWP","31","N",2008-12-15,2009-03-06,"NH4-N",1.6,"below detection limit","between_plant",4,3,NA
"DBG","46","P",2008-12-15,2009-03-06,"NO3-N",165.6,NA,"between_plant",4,4,NA
"SME","29","C1",2008-12-15,2009-03-06,"NO3-N",52.4,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-12-15,2009-03-06,"NO3-N",749.8,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-12-15,2009-03-06,"NO3-N",257,NA,"between_plant",4,4,NA
"DBG","49","N",2008-12-15,2009-03-06,"NO3-N",857.8,NA,"under_plant",4,4,NA
"DBG","49","N",2008-12-15,2009-03-06,"NO3-N",373.6,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-12-15,2009-03-06,"NO3-N",379.6,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-12-15,2009-03-06,"NO3-N",136.2,NA,"between_plant",4,4,NA
"PWP","33","C1",2008-12-15,2009-03-06,"NH4-N",1.4,"below detection limit","under_plant",4,4,NA
"PWP","33","C1",2008-12-15,2009-03-06,"NH4-N",2.2,NA,"between_plant",4,4,NA
"DBG","49","N",2008-12-15,2009-03-06,"Total-N",857.8,NA,"under_plant",4,4,NA
"DBG","49","N",2008-12-15,2009-03-06,"Total-N",373.6,NA,"between_plant",4,4,NA
"DBG","50","C1",2008-12-15,2009-03-06,"Total-N",379.6,NA,"under_plant",4,4,NA
"DBG","50","C1",2008-12-15,2009-03-06,"Total-N",136.2,NA,"between_plant",4,4,NA
"PWP","35","P",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"PWP","34","NP",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"PWP","34","NP",2008-12-15,2009-03-06,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"DBG","46","P",2008-12-15,2009-03-06,"Total-N",314.3,NA,"under_plant",3,4,NA
"DBG","46","P",2008-12-15,2009-03-06,"Total-N",166.4,NA,"between_plant",4,4,NA
"DBG","48","NP",2008-12-15,2009-03-06,"Total-N",750.2,NA,"under_plant",4,4,NA
"DBG","48","NP",2008-12-15,2009-03-06,"Total-N",257,NA,"between_plant",4,4,NA
"BLK","76","C1",2008-12-15,2009-03-10,"NH4-N",0,"below detection limit","blank",3,3,NA
"PWP","33","C1",2008-12-15,2009-03-06,"NO3-N",39.2,NA,"between_plant",4,4,NA
"BLK","77","C1",2008-12-15,2009-03-10,"NH4-N",0,"below detection limit","blank",3,3,NA
"BLK","78","C1",2008-12-15,2009-03-10,"NH4-N",0,"below detection limit","blank",3,3,NA
"EMW","65","N",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"EMW","62","NP",2008-12-16,2009-03-09,"NO3-N",393,NA,"under_plant",4,4,NA
"EMW","62","NP",2008-12-16,2009-03-09,"NO3-N",266.8,NA,"between_plant",4,4,NA
"EME","67","N",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"EME","67","N",2008-12-16,2009-03-09,"NH4-N",10.4,NA,"under_plant",4,4,NA
"EME","66","C1",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"EME","66","C1",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"EMW","65","N",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"EMW","64","C1",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"EMW","64","C1",2008-12-16,2009-03-09,"NH4-N",1.4,"below detection limit","under_plant",4,4,NA
"EMW","63","P",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"EMW","63","P",2008-12-16,2009-03-09,"NH4-N",5.4,NA,"under_plant",4,4,NA
"EMW","62","NP",2008-12-16,2009-03-09,"NH4-N",7.6,NA,"between_plant",4,4,NA
"EMW","62","NP",2008-12-16,2009-03-09,"NH4-N",3.2,NA,"under_plant",4,4,NA
"EMW","63","P",2008-12-16,2009-03-09,"NO3-N",176.2,NA,"under_plant",4,4,NA
"EMW","63","P",2008-12-16,2009-03-09,"NO3-N",53.8,NA,"between_plant",4,4,NA
"EMW","64","C1",2008-12-16,2009-03-09,"NO3-N",81.8,NA,"under_plant",4,4,NA
"WTM","75","N",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"WTM","75","N",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"WTM","74","P",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"WTM","74","P",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"WTM","73","NP",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"WTM","73","NP",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"WTM","71","C1",2008-12-16,2009-03-09,"NH4-N",7.4,NA,"between_plant",4,4,NA
"WTM","71","C1",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"EME","70","P",2008-12-16,2009-03-09,"NH4-N",1,"below detection limit","between_plant",4,4,NA
"EME","70","P",2008-12-16,2009-03-09,"NH4-N",4.6,NA,"under_plant",4,4,NA
"EME","68","NP",2008-12-16,2009-03-09,"NH4-N",2.8,NA,"between_plant",4,4,NA
"EME","68","NP",2008-12-16,2009-03-09,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"EMW","62","NP",2008-12-16,2009-03-09,"Total-N",396.2,NA,"under_plant",4,4,NA
"EMW","62","NP",2008-12-16,2009-03-09,"Total-N",274.4,NA,"between_plant",4,4,NA
"EMW","63","P",2008-12-16,2009-03-09,"Total-N",181.6,NA,"under_plant",4,4,NA
"EMW","63","P",2008-12-16,2009-03-09,"Total-N",53.8,NA,"between_plant",4,4,NA
"EMW","64","C1",2008-12-16,2009-03-09,"Total-N",83.2,NA,"under_plant",4,4,NA
"EMW","64","C1",2008-12-16,2009-03-09,"Total-N",30.6,NA,"between_plant",4,4,NA
"EMW","65","N",2008-12-16,2009-03-09,"Total-N",264,NA,"under_plant",4,4,NA
"EMW","65","N",2008-12-16,2009-03-09,"Total-N",167,NA,"between_plant",4,4,NA
"EME","66","C1",2008-12-16,2009-03-09,"Total-N",43.6,NA,"under_plant",4,4,NA
"EME","66","C1",2008-12-16,2009-03-09,"Total-N",56.4,NA,"between_plant",4,4,NA
"EME","67","N",2008-12-16,2009-03-09,"Total-N",208.4,NA,"under_plant",4,4,NA
"EME","67","N",2008-12-16,2009-03-09,"Total-N",105.6,NA,"between_plant",4,4,NA
"EME","68","NP",2008-12-16,2009-03-09,"Total-N",456,NA,"under_plant",4,4,NA
"EME","68","NP",2008-12-16,2009-03-09,"Total-N",102.8,NA,"between_plant",4,4,NA
"EME","70","P",2008-12-16,2009-03-09,"Total-N",76,NA,"under_plant",4,4,NA
"EME","70","P",2008-12-16,2009-03-09,"Total-N",47.4,NA,"between_plant",4,4,NA
"WTM","71","C1",2008-12-16,2009-03-09,"Total-N",76.2,NA,"under_plant",4,4,NA
"WTM","71","C1",2008-12-16,2009-03-09,"Total-N",18,NA,"between_plant",4,4,NA
"WTM","73","NP",2008-12-16,2009-03-09,"Total-N",131.4,NA,"under_plant",4,4,NA
"WTM","73","NP",2008-12-16,2009-03-09,"Total-N",110.2,NA,"between_plant",4,4,NA
"WTM","74","P",2008-12-16,2009-03-09,"Total-N",108.6,NA,"under_plant",4,4,NA
"WTM","74","P",2008-12-16,2009-03-09,"Total-N",9.8,NA,"between_plant",4,4,NA
"WTM","75","N",2008-12-16,2009-03-09,"Total-N",300.6,NA,"under_plant",4,4,NA
"WTM","75","N",2008-12-16,2009-03-09,"Total-N",217,NA,"between_plant",4,4,NA
"EMW","64","C1",2008-12-16,2009-03-09,"NO3-N",30.6,NA,"between_plant",4,4,NA
"EMW","65","N",2008-12-16,2009-03-09,"NO3-N",264,NA,"under_plant",4,4,NA
"EMW","65","N",2008-12-16,2009-03-09,"NO3-N",167,NA,"between_plant",4,4,NA
