"site_code","plot_id","treatment_code","location_within_plot","subplot","date","year","collector","cover_type","cover_category","cover_amount"
"EME","67","N","IP","1",NA,2009,"CMC","Crassula_connata","annual",0.001
"EME","67","N","IP","1",NA,2009,"CMC","Erodium_texanum","annual",0.001
"EME","67","N","IP","1",NA,2009,"CMC","Logfia_arizonica","annual",0.02
"EME","67","N","IP","1",NA,2009,"CMC","Pectocarya","annual",0.43
"EME","67","N","IP","1",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.01
"EME","67","N","IP","1",NA,2009,"CMC","sampled","record_keeping",1
"EME","67","N","IP","1",NA,2009,"CMC","Schismus_arabicus","annual",0.03
"EME","67","N","IP","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.001
"EME","67","N","IP","2",NA,2009,"SLC","Crassula_connata","annual",0.001
"EME","67","N","IP","2",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"EME","67","N","IP","2",NA,2009,"SLC","Pectocarya","annual",0.6
"EME","67","N","IP","2",NA,2009,"SLC","Plantago_ovata","annual",0.001
"EME","67","N","IP","2",NA,2009,"SLC","Salvia_columbariae","annual",0.001
"EME","67","N","IP","2",NA,2009,"SLC","sampled","record_keeping",1
"EME","67","N","P","1",NA,2009,"CMC","Ambrosia_stem","plot characteristic",0.04
"EME","67","N","P","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.07
"EME","67","N","P","1",NA,2009,"CMC","Caulanthus_lasiophyllus","annual",0.03
"EME","67","N","P","1",NA,2009,"CMC","Cryptantha_decipiens","annual",0.01
"EME","67","N","P","1",NA,2009,"CMC","Larrea_base","plot characteristic",0.06
"EME","67","N","P","1",NA,2009,"CMC","Lepidium_lasiocarpum","annual",0.01
"EME","67","N","P","1",NA,2009,"CMC","Pectocarya","annual",0.42
"EME","67","N","P","1",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.001
"EME","67","N","P","1",NA,2009,"CMC","sampled","record_keeping",1
"EME","67","N","P","1",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.64
"EME","67","N","P","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.05
"EME","67","N","P","2",NA,2009,"SLC","Eucrypta_chrysanthemifolia","annual",0.001
"EME","67","N","P","2",NA,2009,"SLC","Larrea_base","plot characteristic",0.02
"EME","67","N","P","2",NA,2009,"SLC","Lepidium_lasiocarpum","annual",0.001
"EME","67","N","P","2",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"EME","67","N","P","2",NA,2009,"SLC","Pectocarya","annual",0.6
"EME","67","N","P","2",NA,2009,"SLC","Plantago_ovata","annual",0.001
"EME","67","N","P","2",NA,2009,"SLC","sampled","record_keeping",1
"EME","67","N","P","2",NA,2009,"SLC","Schismus_arabicus","annual",0.01
"EME","67","N","P","2",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.5
"EME","68","NP","IP","1",NA,2009,"CMC","Crassula_connata","annual",0.001
"EME","68","NP","IP","1",NA,2009,"CMC","Erodium_texanum","annual",0.001
"EME","68","NP","IP","1",NA,2009,"CMC","Logfia_arizonica","annual",0.01
"EME","68","NP","IP","1",NA,2009,"CMC","Pectocarya","annual",0.3
"EME","68","NP","IP","1",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.01
"EME","68","NP","IP","1",NA,2009,"CMC","sampled","record_keeping",1
"EME","68","NP","IP","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.01
"EME","68","NP","IP","2",NA,2009,"SLC","Crassula_connata","annual",0.001
"EME","68","NP","IP","2",NA,2009,"SLC","Lepidium_lasiocarpum","annual",0.001
"EME","68","NP","IP","2",NA,2009,"SLC","Pectocarya","annual",0.75
"EME","68","NP","IP","2",NA,2009,"SLC","Plagiobothrys_arizonicus","annual",0.001
"EME","68","NP","IP","2",NA,2009,"SLC","Plantago_ovata","annual",0.001
"EME","68","NP","IP","2",NA,2009,"SLC","sampled","record_keeping",1
"EME","68","NP","IP","2",NA,2009,"SLC","Schismus_arabicus","annual",0.001
"EME","68","NP","P","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.02
"EME","68","NP","P","1",NA,2009,"CMC","Cryptantha_decipiens","annual",0.02
"EME","68","NP","P","1",NA,2009,"CMC","Larrea_base","plot characteristic",0.05
"EME","68","NP","P","1",NA,2009,"CMC","Pectocarya","annual",0.55
"EME","68","NP","P","1",NA,2009,"CMC","Physaria_gordonii","annual",0.01
"EME","68","NP","P","1",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.05
"EME","68","NP","P","1",NA,2009,"CMC","sampled","record_keeping",1
"EME","68","NP","P","1",NA,2009,"CMC","Schismus_arabicus","annual",0.01
"EME","68","NP","P","1",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.85
"EME","68","NP","P","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.01
"EME","68","NP","P","2",NA,2009,"SLC","Larrea_base","plot characteristic",0.04
"EME","68","NP","P","2",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"EME","68","NP","P","2",NA,2009,"SLC","Pectocarya","annual",0.45
"EME","68","NP","P","2",NA,2009,"SLC","Physaria_gordonii","annual",0.001
"EME","68","NP","P","2",NA,2009,"SLC","sampled","record_keeping",1
"EME","68","NP","P","2",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.4
"EME","70","P","IP","1",NA,2009,"not reported","sampled","record_keeping",1
"EME","70","P","IP","2",NA,2009,"CMC","Crassula_connata","annual",0.01
"EME","70","P","IP","2",NA,2009,"CMC","Cryptantha_decipiens","annual",0.01
"EME","70","P","IP","2",NA,2009,"CMC","Logfia_arizonica","annual",0.01
"EME","70","P","IP","2",NA,2009,"CMC","Lotus_salsuginosus","annual",0.001
"EME","70","P","IP","2",NA,2009,"CMC","Pectocarya","annual",0.05
"EME","70","P","IP","2",NA,2009,"CMC","Plantago_ovata","annual",0.001
"EME","70","P","IP","2",NA,2009,"CMC","sampled","record_keeping",1
"EME","70","P","IP","2",NA,2009,"CMC","Schismus_arabicus","annual",0.03
"EME","70","P","IP","2",NA,2009,"CMC","Vulpia_octoflora","annual",0.001
"EME","70","P","P","1",NA,2009,"CMC","Cryptantha_decipiens","annual",0.01
"EME","70","P","P","1",NA,2009,"CMC","Erodium_texanum","annual",0.001
"EME","70","P","P","1",NA,2009,"CMC","Larrea_base","plot characteristic",0.01
"EME","70","P","P","1",NA,2009,"CMC","Logfia_arizonica","annual",0.01
"EME","70","P","P","1",NA,2009,"CMC","Pectocarya","annual",0.2
"EME","70","P","P","1",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.01
"EME","70","P","P","1",NA,2009,"CMC","Plantago_ovata","annual",0.001
"EME","70","P","P","1",NA,2009,"CMC","sampled","record_keeping",1
"EME","70","P","P","1",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.15
"EME","70","P","P","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.01
"EME","70","P","P","2",NA,2009,"SLC","Crassula_connata","annual",0.001
"EME","70","P","P","2",NA,2009,"SLC","Larrea_base","plot characteristic",0.12
"EME","70","P","P","2",NA,2009,"SLC","Pectocarya","annual",0.6
"EME","70","P","P","2",NA,2009,"SLC","Plagiobothrys_arizonicus","annual",0.001
"EME","70","P","P","2",NA,2009,"SLC","sampled","record_keeping",1
"EME","70","P","P","2",NA,2009,"SLC","Schismus_arabicus","annual",0.001
"EME","70","P","P","2",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.8
"WTM","71","C1","IP","1",NA,2009,"SLC","Amsinckia_menziesii","annual",0.001
"WTM","71","C1","IP","1",NA,2009,"SLC","Crassula_connata","annual",0.001
"WTM","71","C1","IP","1",NA,2009,"SLC","Draba_cuneifolia","annual",0.001
"WTM","71","C1","IP","1",NA,2009,"SLC","Erodium_texanum","annual",0.001
"WTM","71","C1","IP","1",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"WTM","71","C1","IP","1",NA,2009,"SLC","Pectocarya","annual",0.45
"WTM","71","C1","IP","1",NA,2009,"SLC","Plagiobothrys_arizonicus","annual",0.001
"WTM","71","C1","IP","1",NA,2009,"SLC","sampled","record_keeping",1
"WTM","71","C1","IP","1",NA,2009,"SLC","Schismus_arabicus","annual",0.001
"WTM","71","C1","IP","2",NA,2009,"CMC","Amsinckia_menziesii","annual",0.03
"WTM","71","C1","IP","2",NA,2009,"CMC","Castilleja_exserta","annual",0.01
"WTM","71","C1","IP","2",NA,2009,"CMC","Lupinus_sparsiflorus","annual",0.001
"WTM","71","C1","IP","2",NA,2009,"CMC","Pectocarya","annual",0.4
"WTM","71","C1","IP","2",NA,2009,"CMC","Plantago_ovata","annual",0.001
"WTM","71","C1","IP","2",NA,2009,"CMC","sampled","record_keeping",1
"WTM","71","C1","IP","2",NA,2009,"CMC","Schismus_arabicus","annual",0.02
"WTM","71","C1","IP","2",NA,2009,"CMC","Vulpia_octoflora","annual",0.04
"WTM","71","C1","P","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.05
"WTM","71","C1","P","1",NA,2009,"CMC","Castilleja_exserta","annual",0.001
"WTM","71","C1","P","1",NA,2009,"CMC","Crassula_connata","annual",0.001
"WTM","71","C1","P","1",NA,2009,"CMC","Larrea_base","plot characteristic",0.03
"WTM","71","C1","P","1",NA,2009,"CMC","Logfia_arizonica","annual",0.001
"WTM","71","C1","P","1",NA,2009,"CMC","Lotus_salsuginosus","annual",0.001
"WTM","71","C1","P","1",NA,2009,"CMC","Pectocarya","annual",0.4
"WTM","71","C1","P","1",NA,2009,"CMC","Plantago_ovata","annual",0.05
"WTM","71","C1","P","1",NA,2009,"CMC","sampled","record_keeping",1
"WTM","71","C1","P","1",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.3
"WTM","71","C1","P","1",NA,2009,"CMC","Vulpia_octoflora","annual",0.3
"WTM","71","C1","P","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.15
"WTM","71","C1","P","2",NA,2009,"SLC","Eucrypta_chrysanthemifolia","annual",0.001
"WTM","71","C1","P","2",NA,2009,"SLC","Larrea_base","plot characteristic",0.08
"WTM","71","C1","P","2",NA,2009,"SLC","Pectocarya","annual",0.05
"WTM","71","C1","P","2",NA,2009,"SLC","sampled","record_keeping",1
"WTM","71","C1","P","2",NA,2009,"SLC","Schismus_arabicus","annual",0.05
"WTM","71","C1","P","2",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.9
"WTM","73","NP","IP","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.01
"WTM","73","NP","IP","1",NA,2009,"CMC","Logfia_arizonica","annual",0.01
"WTM","73","NP","IP","1",NA,2009,"CMC","Pectocarya","annual",0.85
"WTM","73","NP","IP","1",NA,2009,"CMC","Plantago_ovata","annual",0.05
"WTM","73","NP","IP","1",NA,2009,"CMC","sampled","record_keeping",1
"WTM","73","NP","IP","1",NA,2009,"CMC","Schismus_arabicus","annual",0.02
"WTM","73","NP","IP","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.02
"WTM","73","NP","IP","2",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"WTM","73","NP","IP","2",NA,2009,"SLC","Lotus_humistratus","annual",0.001
"WTM","73","NP","IP","2",NA,2009,"SLC","Pectocarya","annual",0.85
"WTM","73","NP","IP","2",NA,2009,"SLC","Plagiobothrys_arizonicus","annual",0.001
"WTM","73","NP","IP","2",NA,2009,"SLC","sampled","record_keeping",1
"WTM","73","NP","IP","2",NA,2009,"SLC","Schismus_arabicus","annual",0.02
"WTM","73","NP","P","1",NA,2009,"SLC","Amsinckia_menziesii","annual",0.25
"WTM","73","NP","P","1",NA,2009,"SLC","Caulanthus_lasiophyllus","annual",0.01
"WTM","73","NP","P","1",NA,2009,"SLC","Larrea_base","plot characteristic",0.07
"WTM","73","NP","P","1",NA,2009,"SLC","Pectocarya","annual",0.05
"WTM","73","NP","P","1",NA,2009,"SLC","sampled","record_keeping",1
"WTM","73","NP","P","1",NA,2009,"SLC","Schismus_arabicus","annual",0.15
"WTM","73","NP","P","1",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.9
"WTM","73","NP","P","2",NA,2009,"CMC","Amsinckia_menziesii","annual",0.4
"WTM","73","NP","P","2",NA,2009,"CMC","Bromus_rubens","annual",0.08
"WTM","73","NP","P","2",NA,2009,"CMC","Caulanthus_lasiophyllus","annual",0.04
"WTM","73","NP","P","2",NA,2009,"CMC","Cryptantha_decipiens","annual",0.03
"WTM","73","NP","P","2",NA,2009,"CMC","Eucrypta_chrysanthemifolia","annual",0.4
"WTM","73","NP","P","2",NA,2009,"CMC","Larrea_base","plot characteristic",0.06
"WTM","73","NP","P","2",NA,2009,"CMC","Logfia_arizonica","annual",0.001
"WTM","73","NP","P","2",NA,2009,"CMC","Pectocarya","annual",0.2
"WTM","73","NP","P","2",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.01
"WTM","73","NP","P","2",NA,2009,"CMC","sampled","record_keeping",1
"WTM","73","NP","P","2",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.6
"WTM","74","P","IP","1",NA,2009,"SLC","Amsinckia_menziesii","annual",0.001
"WTM","74","P","IP","1",NA,2009,"SLC","Crassula_connata","annual",0.001
"WTM","74","P","IP","1",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"WTM","74","P","IP","1",NA,2009,"SLC","Lupinus_sparsiflorus","annual",0.001
"WTM","74","P","IP","1",NA,2009,"SLC","Pectocarya","annual",0.6
"WTM","74","P","IP","1",NA,2009,"SLC","Plagiobothrys_arizonicus","annual",0.01
"WTM","74","P","IP","1",NA,2009,"SLC","sampled","record_keeping",1
"WTM","74","P","IP","2",NA,2009,"CMC","Crassula_connata","annual",0.001
"WTM","74","P","IP","2",NA,2009,"CMC","Logfia_arizonica","annual",0.01
"WTM","74","P","IP","2",NA,2009,"CMC","Pectocarya","annual",0.65
"WTM","74","P","IP","2",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.02
"WTM","74","P","IP","2",NA,2009,"CMC","Plantago_ovata","annual",0.001
"WTM","74","P","IP","2",NA,2009,"CMC","sampled","record_keeping",1
"WTM","74","P","IP","2",NA,2009,"CMC","Schismus_arabicus","annual",0.001
"WTM","74","P","P","1",NA,2009,"SLC","Amsinckia_menziesii","annual",0.3
"WTM","74","P","P","1",NA,2009,"SLC","Eucrypta_chrysanthemifolia","annual",0.1
"WTM","74","P","P","1",NA,2009,"SLC","Larrea_base","plot characteristic",0.12
"WTM","74","P","P","1",NA,2009,"SLC","Lepidium_lasiocarpum","annual",0.001
"WTM","74","P","P","1",NA,2009,"SLC","Pectocarya","annual",0.15
"WTM","74","P","P","1",NA,2009,"SLC","sampled","record_keeping",1
"WTM","74","P","P","1",NA,2009,"SLC","Schismus_arabicus","annual",0.05
"WTM","74","P","P","1",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.9
"WTM","74","P","P","1",NA,2009,"SLC","Vulpia_octoflora","annual",0.001
"WTM","74","P","P","2",NA,2009,"CMC","Amsinckia_menziesii","annual",0.15
"WTM","74","P","P","2",NA,2009,"CMC","Bowlesia_incana","annual",0.01
"WTM","74","P","P","2",NA,2009,"CMC","Bromus_rubens","annual",0.1
"WTM","74","P","P","2",NA,2009,"CMC","Cryptantha_decipiens","annual",0.3
"WTM","74","P","P","2",NA,2009,"CMC","Eucrypta_chrysanthemifolia","annual",0.25
"WTM","74","P","P","2",NA,2009,"CMC","Larrea_base","plot characteristic",0.2
"WTM","74","P","P","2",NA,2009,"CMC","Pectocarya","annual",0.05
"WTM","74","P","P","2",NA,2009,"CMC","sampled","record_keeping",1
"WTM","74","P","P","2",NA,2009,"CMC","total_shrub_cover","plot characteristic",1
"WTM","75","N","IP","1",NA,2009,"SLC","Amsinckia_menziesii","annual",0.001
"WTM","75","N","IP","1",NA,2009,"SLC","Logfia_arizonica","annual",0.01
"WTM","75","N","IP","1",NA,2009,"SLC","Pectocarya","annual",0.7
"WTM","75","N","IP","1",NA,2009,"SLC","Physaria_gordonii","annual",0.001
"WTM","75","N","IP","1",NA,2009,"SLC","sampled","record_keeping",1
"WTM","75","N","IP","1",NA,2009,"SLC","Schismus_arabicus","annual",0.05
"WTM","75","N","IP","2",NA,2009,"CMC","Amsinckia_menziesii","annual",0.001
"WTM","75","N","IP","2",NA,2009,"CMC","Erodium_texanum","annual",0.01
"WTM","75","N","IP","2",NA,2009,"CMC","Logfia_arizonica","annual",0.01
"WTM","75","N","IP","2",NA,2009,"CMC","Pectocarya","annual",0.55
"WTM","75","N","IP","2",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.01
"WTM","75","N","IP","2",NA,2009,"CMC","Plantago_ovata","annual",0.04
"WTM","75","N","IP","2",NA,2009,"CMC","sampled","record_keeping",1
"WTM","75","N","IP","2",NA,2009,"CMC","Schismus_arabicus","annual",0.1
"WTM","75","N","P","1",NA,2009,"CMC","Ambrosia_base","plot characteristic",0.06
"WTM","75","N","P","1",NA,2009,"CMC","Ambrosia_stem","plot characteristic",0.3
"WTM","75","N","P","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.15
"WTM","75","N","P","1",NA,2009,"CMC","Bowlesia_incana","annual",0.01
"WTM","75","N","P","1",NA,2009,"CMC","Caulanthus_lasiophyllus","annual",0.001
"WTM","75","N","P","1",NA,2009,"CMC","Eucrypta_chrysanthemifolia","annual",0.01
"WTM","75","N","P","1",NA,2009,"CMC","Larrea_base","plot characteristic",0.05
"WTM","75","N","P","1",NA,2009,"CMC","Lepidium_lasiocarpum","annual",0.001
"WTM","75","N","P","1",NA,2009,"CMC","Pectocarya","annual",0.5
"WTM","75","N","P","1",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.001
"WTM","75","N","P","1",NA,2009,"CMC","sampled","record_keeping",1
"WTM","75","N","P","1",NA,2009,"CMC","Schismus_arabicus","annual",0.02
"WTM","75","N","P","1",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.9
"WTM","75","N","P","1",NA,2009,"CMC","Vulpia_octoflora","annual",0.3
"WTM","75","N","P","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.6
"WTM","75","N","P","2",NA,2009,"SLC","Bowlesia_incana","annual",0.03
"WTM","75","N","P","2",NA,2009,"SLC","Eucrypta_chrysanthemifolia","annual",0.02
"WTM","75","N","P","2",NA,2009,"SLC","Pectocarya","annual",0.03
"WTM","75","N","P","2",NA,2009,"SLC","sampled","record_keeping",1
"WTM","75","N","P","2",NA,2009,"SLC","Schismus_arabicus","annual",0.05
"WTM","75","N","P","2",NA,2009,"SLC","Vulpia_octoflora","annual",0.001
"LDP","1","N","IP","1",NA,2010,"SLC","Pectocarya","annual",0.05
"LDP","1","N","IP","1",NA,2010,"SLC","sampled","record_keeping",1
"LDP","1","N","IP","1",NA,2010,"SLC","Schismus_arabicus","annual",0.01
"LDP","1","N","IP","2",NA,2010,"SLC","Cryptantha_decipiens","annual",0.001
"LDP","1","N","IP","2",NA,2010,"SLC","Draba_cuneifolia","annual",0.03
"LDP","1","N","IP","2",NA,2010,"SLC","Lotus_salsuginosus","annual",0.001
"LDP","1","N","IP","2",NA,2010,"SLC","Pectocarya","annual",0.1
"LDP","1","N","IP","2",NA,2010,"SLC","sampled","record_keeping",1
"LDP","1","N","IP","2",NA,2010,"SLC","Schismus_arabicus","annual",0.001
"LDP","1","N","P","1",NA,2010,"SLC","Cryptantha_decipiens","annual",0.01
"LDP","1","N","P","1",NA,2010,"SLC","Draba_cuneifolia","annual",0.1
"LDP","1","N","P","1",NA,2010,"SLC","Erodium_texanum","annual",0.01
"LDP","1","N","P","1",NA,2010,"SLC","Larrea_base","plot characteristic",0.02
"LDP","1","N","P","1",NA,2010,"SLC","Pectocarya","annual",0.5
"LDP","1","N","P","1",NA,2010,"SLC","sampled","record_keeping",1
"LDP","1","N","P","1",NA,2010,"SLC","Schismus_arabicus","annual",0.001
"LDP","1","N","P","1",NA,2010,"SLC","total_shrub_cover","plot characteristic",0.75
"LDP","1","N","P","2",NA,2010,"SLC","Ambrosia_base","plot characteristic",0.05
"LDP","1","N","P","2",NA,2010,"SLC","Ambrosia_stem","plot characteristic",0.3
"LDP","1","N","P","2",NA,2010,"SLC","Amsinckia_menziesii","annual",0.01
"LDP","1","N","P","2",NA,2010,"SLC","Larrea_base","plot characteristic",0.03
"LDP","1","N","P","2",NA,2010,"SLC","Lotus_salsuginosus","annual",0.21
"LDP","1","N","P","2",NA,2010,"SLC","Pectocarya","annual",0.12
"LDP","1","N","P","2",NA,2010,"SLC","sampled","record_keeping",1
"LDP","1","N","P","2",NA,2010,"SLC","Schismus_arabicus","annual",0.01
"LDP","1","N","P","2",NA,2010,"SLC","total_shrub_cover","plot characteristic",1
"LDP","1","N","P","2",NA,2010,"SLC","Vulpia_octoflora","annual",0.1
"LDP","3","NP","IP","1",NA,2010,"SLC","Crassula_connata","annual",0.001
"LDP","3","NP","IP","1",NA,2010,"SLC","Cryptantha_decipiens","annual",0.001
"LDP","3","NP","IP","1",NA,2010,"SLC","Erodium_cicutarium","annual",0.01
"LDP","3","NP","IP","1",NA,2010,"SLC","Pectocarya","annual",0.65
"LDP","3","NP","IP","1",NA,2010,"SLC","sampled","record_keeping",1
"LDP","3","NP","IP","1",NA,2010,"SLC","Schismus_arabicus","annual",0.001
"LDP","3","NP","IP","2",NA,2010,"SLC","Amsinckia_menziesii","annual",0.02
"LDP","3","NP","IP","2",NA,2010,"SLC","Linanthus_bigelovii","annual",0.001
"LDP","3","NP","IP","2",NA,2010,"SLC","Pectocarya","annual",0.42
"LDP","3","NP","IP","2",NA,2010,"SLC","sampled","record_keeping",1
"LDP","3","NP","IP","2",NA,2010,"SLC","Schismus_arabicus","annual",0.01
"LDP","3","NP","P","1",NA,2010,"SLC","Ambrosia_base","plot characteristic",0.08
"LDP","3","NP","P","1",NA,2010,"SLC","Ambrosia_stem","plot characteristic",0.12
"LDP","3","NP","P","1",NA,2010,"SLC","Amsinckia_menziesii","annual",0.05
"LDP","3","NP","P","1",NA,2010,"SLC","Bowlesia_incana","annual",0.001
"LDP","3","NP","P","1",NA,2010,"SLC","Crassula_connata","annual",0.001
"LDP","3","NP","P","1",NA,2010,"SLC","Larrea_base","plot characteristic",0.03
"LDP","3","NP","P","1",NA,2010,"SLC","Pectocarya","annual",0.31
"LDP","3","NP","P","1",NA,2010,"SLC","sampled","record_keeping",1
"LDP","3","NP","P","1",NA,2010,"SLC","Schismus_arabicus","annual",0.01
"LDP","3","NP","P","1",NA,2010,"SLC","total_shrub_cover","plot characteristic",0.92
"LDP","3","NP","P","1",NA,2010,"SLC","Vulpia_octoflora","annual",0.02
"LDP","3","NP","P","2",NA,2010,"SLC","Ambrosia_stem","plot characteristic",0.5
"LDP","3","NP","P","2",NA,2010,"SLC","Amsinckia_menziesii","annual",0.2
"LDP","3","NP","P","2",NA,2010,"SLC","Larrea_base","plot characteristic",0.15
"LDP","3","NP","P","2",NA,2010,"SLC","Pectocarya","annual",0.55
"LDP","3","NP","P","2",NA,2010,"SLC","sampled","record_keeping",1
"LDP","3","NP","P","2",NA,2010,"SLC","total_shrub_cover","plot characteristic",1
"LDP","3","NP","P","2",NA,2010,"SLC","Vulpia_octoflora","annual",0.001
"LDP","4","P","IP","1",NA,2010,"SLC","Cryptantha_decipiens","annual",0.01
"LDP","4","P","IP","1",NA,2010,"SLC","Lotus_salsuginosus","annual",0.001
"LDP","4","P","IP","1",NA,2010,"SLC","Pectocarya","annual",0.5
"LDP","4","P","IP","1",NA,2010,"SLC","sampled","record_keeping",1
"LDP","4","P","IP","1",NA,2010,"SLC","Schismus_arabicus","annual",0.001
"LDP","4","P","IP","2",NA,2010,"SLC","Amsinckia_menziesii","annual",0.01
"LDP","4","P","IP","2",NA,2010,"SLC","Erodium_cicutarium","annual",0.05
"LDP","4","P","IP","2",NA,2010,"SLC","Pectocarya","annual",0.18
"LDP","4","P","IP","2",NA,2010,"SLC","Physaria_gordonii","annual",0.001
"LDP","4","P","IP","2",NA,2010,"SLC","sampled","record_keeping",1
"LDP","4","P","IP","2",NA,2010,"SLC","Schismus_arabicus","annual",0.01
"LDP","4","P","P","1",NA,2010,"SLC","Ambrosia_base","plot characteristic",0.25
"LDP","4","P","P","1",NA,2010,"SLC","Ambrosia_stem","plot characteristic",0.02
"LDP","4","P","P","1",NA,2010,"SLC","Cryptantha_decipiens","annual",0.01
"LDP","4","P","P","1",NA,2010,"SLC","Daucus_pusillus","annual",0.001
"LDP","4","P","P","1",NA,2010,"SLC","Larrea_base","plot characteristic",0.1
"LDP","4","P","P","1",NA,2010,"SLC","Pectocarya","annual",0.35
"LDP","4","P","P","1",NA,2010,"SLC","sampled","record_keeping",1
"LDP","4","P","P","1",NA,2010,"SLC","Schismus_arabicus","annual",0.001
"LDP","4","P","P","1",NA,2010,"SLC","total_shrub_cover","plot characteristic",1
"LDP","4","P","P","2",NA,2010,"SLC","Amsinckia_menziesii","annual",0.1
"LDP","4","P","P","2",NA,2010,"SLC","Erodium_cicutarium","annual",0.03
"LDP","4","P","P","2",NA,2010,"SLC","Larrea_base","plot characteristic",0.02
"LDP","4","P","P","2",NA,2010,"SLC","Pectocarya","annual",0.17
"LDP","4","P","P","2",NA,2010,"SLC","Physaria_gordonii","annual",0.001
"LDP","4","P","P","2",NA,2010,"SLC","sampled","record_keeping",1
"LDP","4","P","P","2",NA,2010,"SLC","Schismus_arabicus","annual",0.01
"LDP","4","P","P","2",NA,2010,"SLC","total_shrub_cover","plot characteristic",0.4
"LDP","4","P","P","2",NA,2010,"SLC","Vulpia_octoflora","annual",0.04
"LDP","5","C1","IP","1",NA,2010,"SLC","Crassula_connata","annual",0.001
"LDP","5","C1","IP","1",NA,2010,"SLC","Cryptantha_decipiens","annual",0.001
"LDP","5","C1","IP","1",NA,2010,"SLC","Erodium_cicutarium","annual",0.02
"LDP","5","C1","IP","1",NA,2010,"SLC","Lotus_salsuginosus","annual",0.001
"LDP","5","C1","IP","1",NA,2010,"SLC","Pectocarya","annual",0.15
"LDP","5","C1","IP","1",NA,2010,"SLC","sampled","record_keeping",1
"LDP","5","C1","IP","2",NA,2010,"SLC","Amsinckia_menziesii","annual",0.01
"LDP","5","C1","IP","2",NA,2010,"SLC","Erodium_cicutarium","annual",0.01
"LDP","5","C1","IP","2",NA,2010,"SLC","Lotus_salsuginosus","annual",0.001
"LDP","5","C1","IP","2",NA,2010,"SLC","Pectocarya","annual",0.04
"LDP","5","C1","IP","2",NA,2010,"SLC","sampled","record_keeping",1
"LDP","5","C1","IP","2",NA,2010,"SLC","Schismus_arabicus","annual",0.001
"LDP","5","C1","IP","2",NA,2010,"SLC","Vulpia_octoflora","annual",0.001
"LDP","5","C1","P","1",NA,2010,"SLC","Crassula_connata","annual",0.001
"LDP","5","C1","P","1",NA,2010,"SLC","Cryptantha_decipiens","annual",0.001
"LDP","5","C1","P","1",NA,2010,"SLC","Erodium_cicutarium","annual",0.001
"LDP","5","C1","P","1",NA,2010,"SLC","Larrea_base","plot characteristic",0.02
"LDP","5","C1","P","1",NA,2010,"SLC","Lepidium_lasiocarpum","annual",0.001
"LDP","5","C1","P","1",NA,2010,"SLC","Lotus_salsuginosus","annual",0.001
"LDP","5","C1","P","1",NA,2010,"SLC","Pectocarya","annual",0.2
"LDP","5","C1","P","1",NA,2010,"SLC","sampled","record_keeping",1
"LDP","5","C1","P","1",NA,2010,"SLC","Schismus_arabicus","annual",0.001
"LDP","5","C1","P","1",NA,2010,"SLC","total_shrub_cover","plot characteristic",0.4
"LDP","5","C1","P","2",NA,2010,"SLC","Ambrosia_base","plot characteristic",0.03
"LDP","5","C1","P","2",NA,2010,"SLC","Ambrosia_stem","plot characteristic",0.2
